Site	tree1	tree2	tree3	tree4	tree5	tree6	tree7	tree8	tree9	tree10	tree11	tree12	tree13	tree14	tree15
2608	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
2609	4.63791199	4.64238779	4.65414804	4.55386937	4.55989965	4.55720115	4.55300063	4.57428848	4.57074509	4.56554686	4.56365820	4.55514632	4.55737158	4.55544246	4.55331904
2610	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2611	6.72694239	6.70636394	6.72706820	6.65833010	6.63561439	6.65026829	6.66038044	6.63250449	6.62067424	6.63119017	6.65780849	6.62988774	6.64692827	6.66837194	6.66573234
2612	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2613	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2614	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2615	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2616	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2617	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2618	8.35465371	8.32219168	8.31501577	8.17832322	8.15059414	8.17005479	8.17309876	8.13495072	8.13079884	8.14682592	8.14768196	8.14142905	8.14214066	8.15617121	8.15266106
2619	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2620	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2621	7.45223776	7.44872387	7.50808870	7.28562112	7.28010281	7.36348928	7.28323110	7.05055940	6.98086450	6.97441128	7.37061564	7.27549297	7.28195795	7.35800118	7.27257100
2622	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2623	4.52097175	4.53027514	4.52326853	4.53359787	4.54308566	4.53328374	4.53372218	4.53487013	4.54153128	4.53507874	4.53082676	4.54104820	4.54031009	4.53228247	4.53569199
2624	4.52097175	4.53027514	4.52326853	4.53359787	4.54308566	4.53328374	4.53372218	4.53487013	4.54153128	4.53507874	4.53082676	4.54104820	4.54031009	4.53228247	4.53569199
2625	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2626	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2627	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2628	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2629	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2630	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2631	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2632	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2633	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2634	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2635	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2636	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2637	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2638	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2639	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2640	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2641	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2642	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2643	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2644	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2645	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2646	4.52097175	4.53027514	4.52326853	4.53359787	4.54308566	4.53328374	4.53372218	4.53487013	4.54153128	4.53507874	4.53082676	4.54104820	4.54031009	4.53228247	4.53569199
2647	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2648	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2649	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2650	6.97054312	6.94056697	6.71087109	6.99418671	6.96982828	6.90676020	6.99157901	6.77292790	6.87847840	6.89066035	6.77320763	6.96502046	6.97364770	6.90544298	6.98124566
2651	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2652	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2653	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2654	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2655	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2656	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2657	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2658	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2659	4.54850753	4.55440786	4.54811888	4.53467727	4.53492563	4.53310353	4.53667207	4.52592031	4.52665480	4.52727629	4.53526912	4.54085394	4.53575004	4.53502812	4.53722230
2660	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2661	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2662	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2663	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2664	4.63791199	4.64238779	4.65414804	4.55386937	4.55989965	4.55720115	4.55300063	4.57428848	4.57074509	4.56554686	4.56365820	4.55514632	4.55737158	4.55544246	4.55331904
2665	4.83244836	4.83684050	4.84766012	4.72531075	4.72220755	4.73001907	4.72656016	4.73442877	4.72553872	4.72824037	4.74035636	4.72701707	4.72310880	4.73117090	4.72592757
2666	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2667	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2668	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2669	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2670	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2671	6.32624133	6.33105846	6.33923331	6.24387765	6.20880994	6.19879613	6.26045793	6.28797363	6.28638002	6.29643826	6.27083867	6.27645678	6.28025571	6.26784212	6.28805932
2672	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2673	7.45223776	7.44872387	7.50808870	7.28562112	7.28010281	7.36348928	7.28323110	7.05055940	6.98086450	6.97441128	7.37061564	7.27549297	7.28195795	7.35800118	7.27257100
2674	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2675	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2676	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2677	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2678	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2679	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2680	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
2681	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2682	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2683	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2684	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2685	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2686	4.70487484	4.71316792	4.70484670	4.69537322	4.69578730	4.69569740	4.69736515	4.68492712	4.68675752	4.68791019	4.69620485	4.70232931	4.69612316	4.69723166	4.69813896
2687	4.52097175	4.53027514	4.52326853	4.53359787	4.54308566	4.53328374	4.53372218	4.53487013	4.54153128	4.53507874	4.53082676	4.54104820	4.54031009	4.53228247	4.53569199
2688	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2689	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2690	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2691	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2692	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2693	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2694	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2695	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2696	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2697	6.10779085	6.11904177	6.20283501	6.14553653	6.14910274	6.21268828	6.14704502	6.30297813	6.27044389	6.26951439	6.25413227	6.15611235	6.15170048	6.21090976	6.14703752
2698	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2699	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2700	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2701	4.63791199	4.64238779	4.65414804	4.55386937	4.55989965	4.55720115	4.55300063	4.57428848	4.57074509	4.56554686	4.56365820	4.55514632	4.55737158	4.55544246	4.55331904
2702	8.35465371	8.32219168	8.31501577	8.17832322	8.15059414	8.17005479	8.17309876	8.13495072	8.13079884	8.14682592	8.14768196	8.14142905	8.14214066	8.15617121	8.15266106
2703	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2704	5.97920232	5.99222733	6.04522003	6.09552618	6.09880374	6.14455268	6.09760669	6.20057987	6.18569313	6.18470841	6.16690882	6.10704152	6.10083958	6.14308330	6.09654623
2705	5.94077289	5.91688294	5.93879167	6.35337940	6.35368602	6.37097297	6.35092864	6.39925888	6.38035893	6.38381656	6.38640415	6.34657493	6.35199758	6.36891486	6.35582294
2706	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
2707	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2708	4.54850753	4.55440786	4.54811888	4.53467727	4.53492563	4.53310353	4.53667207	4.52592031	4.52665480	4.52727629	4.53526912	4.54085394	4.53575004	4.53502812	4.53722230
2709	4.83244836	4.83684050	4.84766012	4.72531075	4.72220755	4.73001907	4.72656016	4.73442877	4.72553872	4.72824037	4.74035636	4.72701707	4.72310880	4.73117090	4.72592757
2710	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2711	5.62567013	5.60385606	5.62932129	5.79330047	5.78579838	5.80209774	5.79094088	5.82780616	5.80867433	5.81305461	5.81700851	5.77925708	5.78470438	5.79976248	5.78858308
2712	7.84662159	7.81578333	7.39150437	7.84184757	7.81985392	7.70748683	7.83757044	7.45754348	7.65801699	7.66867807	7.45640171	7.81229614	7.82422008	7.70657641	7.82981343
2713	5.22671994	5.21290251	5.21519590	5.39759541	5.39432565	5.39337523	5.39681029	5.39791371	5.39532490	5.39799296	5.39459659	5.39136636	5.39376321	5.39290335	5.39688666
2714	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
2715	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2716	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
2717	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2718	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2719	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2720	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
2721	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
2722	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
2723	5.94077289	5.91688294	5.93879167	6.35337940	6.35368602	6.37097297	6.35092864	6.39925888	6.38035893	6.38381656	6.38640415	6.34657493	6.35199758	6.36891486	6.35582294
